"","subject","demog_question","demog_response","country"
"1654","87e3fec516832d291f7b8009da7549aa96d6686cfca02a0f72f1935348de85d5","vietnameselanguage","No","US"
"1655","87e3fec516832d291f7b8009da7549aa96d6686cfca02a0f72f1935348de85d5","objectiveses","Four-/Five-year college Bachelor's degree","US"
"1656","87e3fec516832d291f7b8009da7549aa96d6686cfca02a0f72f1935348de85d5","subjectiveses","7","US"
"1657","87e3fec516832d291f7b8009da7549aa96d6686cfca02a0f72f1935348de85d5","age","32","US"
"1658","87e3fec516832d291f7b8009da7549aa96d6686cfca02a0f72f1935348de85d5","gender","Female","US"
"1659","87e3fec516832d291f7b8009da7549aa96d6686cfca02a0f72f1935348de85d5","ethnic","Asian","US"
"1660","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","country_born","Yes","US"
"1661","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","current_in","Yes","US"
"1662","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","state_grewup","California","US"
"1663","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","abroadexp","No","US"
"1664","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","overseaexpnum","Six or more experiences","US"
"1665","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","oversea_exp_regions",NA,"US"
"1666","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","firstlanguage","Yes","US"
"1667","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","monolingual","No, just English","US"
"1668","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","chineselanguage","Yes","US"
"1669","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","lang_sp_zh","4","US"
"1670","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","lang_ud_zh","6","US"
"1671","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","vietnameselanguage","No","US"
"1672","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","objectiveses","At least some graduate school","US"
"1673","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","subjectiveses","8","US"
"1674","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","age","23","US"
"1675","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","gender","Female","US"
"1676","88ef24a4ee7fb3506554e8f8ee343a784057967beeadeec11f2b4e5f68acb8fe","ethnic","Asian","US"
"1677","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","country_born","Yes","US"
"1678","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","current_in","Yes","US"
"1679","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","state_grewup","Washington","US"
"1680","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","abroadexp","Yes","US"
"1681","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","overseaexpnum","Six or more experiences","US"
"1682","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","oversea_exp_regions","North America","US"
"1683","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","firstlanguage","Yes","US"
"1684","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","monolingual","Yes, I am multilingual","US"
"1685","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","chineselanguage","Yes","US"
"1686","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","lang_sp_zh","1","US"
"1687","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","lang_ud_zh","1","US"
"1688","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","vietnameselanguage","No","US"
"1689","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","objectiveses","One or more years of college, no degree","US"
"1690","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","subjectiveses","6","US"
"1691","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","age","21","US"
"1692","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","gender","Female","US"
"1693","8925d88b0446fb7956da3c37b4bf08a4d51252ffca0bfe84b2f8546b6c83d606","ethnic","Asian","US"
"1694","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","country_born","Yes","US"
"1695","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","current_in","Yes","US"
"1696","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","state_grewup","California","US"
"1697","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","abroadexp","No","US"
"1698","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","overseaexpnum","Three to five experiences","US"
"1699","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","oversea_exp_regions",NA,"US"
"1700","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","firstlanguage","Yes","US"
"1701","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","monolingual","No, just English","US"
"1702","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","chineselanguage","No","US"
"1703","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","vietnameselanguage","No","US"
"1704","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","objectiveses","At least some graduate school","US"
"1705","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","subjectiveses","10","US"
"1706","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","age","21","US"
"1707","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","gender","Female","US"
"1708","89b77e3284574346f881c50a990e458064cd930fb1ee2476eb681745ccfa1bfa","ethnic","White","US"
"1709","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","country_born","Yes","US"
"1710","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","current_in","Yes","US"
"1711","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","state_grewup","Illinois","US"
"1712","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","abroadexp","No","US"
"1713","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","overseaexpnum","Three to five experiences","US"
"1714","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","oversea_exp_regions",NA,"US"
"1715","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","firstlanguage","Yes","US"
"1716","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","monolingual","No, just English","US"
"1717","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","chineselanguage","No","US"
"1718","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","vietnameselanguage","No","US"
"1719","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","objectiveses","One or more years of college, no degree","US"
"1720","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","subjectiveses","6","US"
"1721","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","age","20","US"
"1722","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","gender","Female","US"
"1723","8af16fda97fde171275863e20bfe6b3c69416bc06b714cb671ece808ccebda56","ethnic","Hispanic or Latino","US"
"1724","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","country_born","Yes","US"
"1725","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","current_in","Yes","US"
"1726","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","state_grewup","South Carolina","US"
"1727","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","abroadexp","No","US"
"1728","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","overseaexpnum","Six or more experiences","US"
"1729","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","oversea_exp_regions",NA,"US"
"1730","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","firstlanguage","Yes","US"
"1731","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","monolingual","No, just English","US"
"1732","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","chineselanguage","No","US"
"1733","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","vietnameselanguage","No","US"
"1734","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","objectiveses","High school graduate/GED","US"
"1735","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","subjectiveses","7","US"
"1736","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","age","19","US"
"1737","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","gender","Male","US"
"1738","8bd07d84c0213508c110e0ccb5b9c9e0e6ae9cf69d15ea246793af98666257e3","ethnic","White","US"
"1739","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","country_born","Yes","US"
"1740","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","current_in","Yes","US"
"1741","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","state_grewup","New York","US"
"1742","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","abroadexp","No","US"
"1743","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","overseaexpnum","One experience","US"
"1744","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","oversea_exp_regions",NA,"US"
"1745","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","firstlanguage","Yes","US"
"1746","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","monolingual","No, just English","US"
"1747","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","chineselanguage","No","US"
"1748","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","vietnameselanguage","No","US"
"1749","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","objectiveses","High school graduate/GED","US"
"1750","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","subjectiveses","7","US"
"1751","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","age","18","US"
"1752","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","gender","Female","US"
"1753","8bdde3ec03c536283e6ee70c53004a6654f0b1f9bd88d097e9657f5a76d49c70","ethnic","White","US"
"1754","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","country_born","Yes","US"
"1755","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","current_in","Yes","US"
"1756","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","state_grewup","North Carolina","US"
"1757","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","abroadexp","No","US"
"1758","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","overseaexpnum","One experience","US"
"1759","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","oversea_exp_regions",NA,"US"
"1760","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","firstlanguage","Yes","US"
"1761","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","monolingual","No, just English","US"
"1762","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","chineselanguage","No","US"
"1763","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","vietnameselanguage","No","US"
"1764","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","objectiveses","At least some graduate school","US"
"1765","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","subjectiveses","6","US"
"1766","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","age","35","US"
"1767","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","gender","Female","US"
"1768","8c789c3e7078711416eebccf5c1dc83895661fc9b2282d56bfb0ed32f58025a1","ethnic","White","US"
"1769","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","country_born","Yes","US"
"1770","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","current_in","Yes","US"
"1771","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","state_grewup","California","US"
"1772","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","abroadexp","No","US"
"1773","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","overseaexpnum","Six or more experiences","US"
"1774","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","oversea_exp_regions",NA,"US"
"1775","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","firstlanguage","Yes","US"
"1776","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","monolingual","Yes, I am multilingual","US"
"1777","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","chineselanguage","Yes","US"
"1778","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","lang_sp_zh","4","US"
"1779","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","lang_ud_zh","6","US"
"1780","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","vietnameselanguage","No","US"
"1781","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","objectiveses","Four-/Five-year college Bachelor's degree","US"
"1782","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","subjectiveses","9","US"
"1783","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","age","21","US"
"1784","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","gender","Female","US"
"1785","8c7b693510285cf519ceaffb99b4de97881c08593138605ef5bbad4cba55fb87","ethnic","Asian","US"
"1786","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","country_born","Yes","US"
"1787","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","current_in","Yes","US"
"1788","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","state_grewup","Texas","US"
"1789","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","abroadexp","No","US"
"1790","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","overseaexpnum","Three to five experiences","US"
"1791","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","oversea_exp_regions",NA,"US"
"1792","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","firstlanguage","Yes","US"
"1793","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","monolingual","No, just English","US"
"1794","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","chineselanguage","No","US"
"1795","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","vietnameselanguage","No","US"
"1796","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","objectiveses","At least some graduate school","US"
"1797","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","subjectiveses","7","US"
"1798","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","age","24","US"
"1799","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","gender","Female","US"
"1800","8d7eebbab2360786ba1155d66492be03a28ce3599e1f06595cc36e2c4353bb18","ethnic","White","US"
"1801","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","country_born","Yes","US"
"1802","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","current_in","No","US"
"1803","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","state_grewup","California","US"
"1804","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","abroadexp","No","US"
"1805","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","overseaexpnum","Three to five experiences","US"
"1806","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","oversea_exp_regions",NA,"US"
"1807","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","firstlanguage","Yes","US"
"1808","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","monolingual","No, just English","US"
"1809","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","chineselanguage","No","US"
"1810","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","vietnameselanguage","No","US"
"1811","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","objectiveses","One or more years of college, no degree","US"
"1812","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","subjectiveses","9","US"
"1813","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","age","21","US"
"1814","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","gender","Female","US"
"1815","8f252456ddf0b3e502b7e024fd78fe57793dc5feec06e2c2653cc32a7a705e4a","ethnic","Asian","US"
"1816","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","country_born","Yes","US"
"1817","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","current_in","Yes","US"
"1818","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","state_grewup","California","US"
"1819","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","abroadexp","No","US"
"1820","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","overseaexpnum","Six or more experiences","US"
"1821","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","oversea_exp_regions",NA,"US"
"1822","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","firstlanguage","Yes","US"
"1823","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","monolingual","Yes, I am multilingual","US"
"1824","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","chineselanguage","Yes","US"
"1825","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","lang_sp_zh","9","US"
"1826","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","lang_ud_zh","9","US"
"1827","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","vietnameselanguage","No","US"
"1828","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","objectiveses","At least some graduate school","US"
"1829","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","subjectiveses","4","US"
"1830","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","age","23","US"
"1831","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","gender","Female","US"
"1832","903d9e745c5ea35d30a5a6382560b7b682bd29bcf60d390cf29e447fbfe01a65","ethnic","Asian","US"
"1833","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","country_born","Yes","US"
"1834","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","current_in","Yes","US"
"1835","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","state_grewup","Colorado","US"
"1836","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","abroadexp","No","US"
"1837","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","overseaexpnum","Six or more experiences","US"
"1838","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","oversea_exp_regions",NA,"US"
"1839","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","firstlanguage","Yes","US"
"1840","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","monolingual","Yes, I am multilingual","US"
"1841","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","chineselanguage","No","US"
"1842","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","vietnameselanguage","No","US"
"1843","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","objectiveses","High school graduate/GED","US"
"1844","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","subjectiveses","9","US"
"1845","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","age","19","US"
"1846","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","gender","Female","US"
"1847","905d67b918fdd3ced4dbd60fe280078cd79f90b55fd6721ba4a563354ea322bf","ethnic","White","US"
"1848","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","country_born","Yes","US"
"1849","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","current_in","Yes","US"
"1850","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","state_grewup","California","US"
"1851","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","abroadexp","No","US"
"1852","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","overseaexpnum","Two experiences","US"
"1853","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","oversea_exp_regions",NA,"US"
"1854","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","firstlanguage","Yes","US"
"1855","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","monolingual","No, just English","US"
"1856","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","chineselanguage","No","US"
"1857","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","vietnameselanguage","No","US"
"1858","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","objectiveses","Two-year college degree/vocational school","US"
"1859","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","subjectiveses","5","US"
"1860","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","age","49","US"
"1861","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","gender","Female","US"
"1862","90d13ac89781663df01189ef6d5ddb2db0de21cc8f17121b4fbfecdd03177976","ethnic","White","US"
"1863","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","country_born","Yes","US"
"1864","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","current_in","Yes","US"
"1865","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","state_grewup","Iowa","US"
"1866","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","abroadexp","No","US"
"1867","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","overseaexpnum","Three to five experiences","US"
"1868","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","oversea_exp_regions",NA,"US"
"1869","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","firstlanguage","Yes","US"
"1870","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","monolingual","Yes, I am multilingual","US"
"1871","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","chineselanguage","No","US"
"1872","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","vietnameselanguage","Yes","US"
"1873","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","lang_sp_vi","1","US"
"1874","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","lang_ud_vi","1","US"
"1875","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","objectiveses","Four-/Five-year college Bachelor's degree","US"
"1876","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","subjectiveses","4","US"
"1877","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","age","22","US"
"1878","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","gender","Female","US"
"1879","9322aca1aae565d272031194d88c09bc18f2344b7eaa3e0a1a74f45f12046bd0","ethnic","Asian","US"
"1880","939f9c7ad154a31cd62596681b9bfdd47daaa84430af2a50fba0348c95d3ca8b","country_born","Yes","US"
"1881","939f9c7ad154a31cd62596681b9bfdd47daaa84430af2a50fba0348c95d3ca8b","current_in","No","US"
"1882","939f9c7ad154a31cd62596681b9bfdd47daaa84430af2a50fba0348c95d3ca8b","state_grewup","California","US"
"1883","939f9c7ad154a31cd62596681b9bfdd47daaa84430af2a50fba0348c95d3ca8b","abroadexp","No","US"
"1884","939f9c7ad154a31cd62596681b9bfdd47daaa84430af2a50fba0348c95d3ca8b","overseaexpnum","Three to five experiences","US"
"1885","939f9c7ad154a31cd62596681b9bfdd47daaa84430af2a50fba0348c95d3ca8b","oversea_exp_regions",NA,"US"
"1886","939f9c7ad154a31cd62596681b9bfdd47daaa84430af2a50fba0348c95d3ca8b","firstlanguage","Yes","US"
